datetime,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
202109040030,31,18,15,59,35,18,11,16,55,12,16,16,19,22,30,20,15,59,36,22,16,18,51,12,17,18,18,22
202109040045,25,15,15,54,27,19,10,12,52,12,14,14,17,22,23,16,15,54,29,22,15,14,48,12,15,16,16,22
202109040100,26,17,18,51,28,14,8,10,50,14,14,15,19,22,24,18,18,52,30,18,13,12,47,13,15,17,18,22
202109040115,27,18,15,51,27,14,5,12,45,11,13,10,14,23,26,19,15,52,29,17,9,14,42,11,13,13,13,23
202109040130,25,18,16,51,24,11,6,12,41,10,12,9,15,18,24,19,16,51,26,14,10,14,38,10,13,11,14,18
202109040145,25,17,14,46,21,9,6,10,38,10,12,6,13,18,23,18,14,46,23,12,9,12,35,10,12,8,12,18
202109040200,19,16,12,43,19,10,4,12,36,9,10,7,12,17,17,17,12,43,21,12,7,14,33,9,10,9,11,17
202109040215,19,15,12,38,21,10,6,10,33,7,8,8,10,16,18,16,12,39,22,12,9,12,31,7,8,10,10,16
202109040230,17,12,14,34,17,10,6,10,36,6,11,6,10,17,16,13,14,35,19,13,9,12,34,6,11,8,9,17
202109040245,17,12,13,32,16,9,5,10,31,7,12,5,9,16,16,13,13,33,18,11,8,12,29,7,12,7,8,16
202109040300,16,12,12,31,19,9,5,11,31,9,12,6,8,16,15,13,12,32,21,11,8,13,29,9,12,8,8,16
202109040315,16,9,10,29,14,8,2,9,31,8,11,5,8,13,15,10,10,30,16,10,5,11,29,8,11,7,8,13
202109040330,16,9,10,29,12,10,2,8,34,8,11,4,8,14,14,10,10,30,14,12,6,10,31,8,11,6,8,14
202109040345,16,9,11,29,11,10,2,8,32,7,11,5,8,12,14,10,11,30,13,12,5,10,30,7,11,7,8,12
202109040400,14,8,9,29,11,10,3,10,30,6,10,4,8,12,12,9,9,30,13,12,6,12,28,6,10,6,8,12
202109040415,14,9,0,31,13,11,3,9,30,4,10,4,9,14,12,10,1,31,15,13,6,11,28,4,10,6,8,13
202109040430,14,8,0,31,11,11,2,9,28,4,11,5,8,13,12,9,1,32,13,12,5,11,26,4,11,7,8,12
202109040445,15,9,0,31,11,10,1,9,30,4,11,4,8,13,13,10,1,32,13,12,4,11,28,4,11,6,8,12
202109040500,14,11,8,28,11,7,5,10,29,7,12,6,8,11,12,12,8,29,13,9,8,12,27,7,12,8,8,11
